stage,id,bytes,strategy,rounds,decode_ns,lifecycle_ns,bytes_per_second,paired_percent,ci95_low,ci95_high,allocations,allocated_bytes
exploratory,200M-25912212,618805,bounded,11,646397.0,787085.1818181818,957314158.3268486,4.49906536106397,3.168011113979494,5.830119608148445,12641,4401926
exploratory,200M-25912212,618805,native,11,614874.9090909091,753150.8181818182,1006391691.7912647,-0.5977289637707919,-1.8242214929580567,0.6287635654164729,12034,5272966
exploratory,200M-25912212,618805,u256,11,626687.0909090909,764972.8181818182,987422605.2787254,1.2818710688494221,-0.45255111802476455,3.0162932557236086,12034,5272966
exploratory,200M-25912212,618805,integers,11,617162.8181818182,754993.6363636364,1002660856.697459,-0.2281761955985264,-1.3764381116063635,0.9200857204093107,12034,5272966
exploratory,200M-25912212,618805,count_int,11,644250.8181818182,810999.1818181818,960503242.7376181,4.150037699129344,2.992362409542552,5.307712988716136,10896,1666062
exploratory,200M-25912212,618805,estimate_int,11,632779.8181818182,791601.0,977915196.1230805,2.3072971521266337,0.7799360615901769,3.8346582426630906,12679,4081438
exploratory,200M-25912212,618805,hybrid_int,11,631683.4545454546,763988.4545454546,979612487.1519365,2.129460458302918,0.6321414317222187,3.6267794848836177,11444,2775214
exploratory,200M-25912213,632953,baseline,11,628988.7272727273,755210.4545454546,1006302613.3146482,0.0,0.0,0.0,12114,4108414
exploratory,200M-25912213,632953,manual,11,638645.4545454546,773293.4545454546,991086674.9227768,1.58874418011629,0.024046185217971416,3.1534421750146087,12114,4108414
exploratory,200M-25912213,632953,count,11,662151.2727272727,814330.6363636364,955903924.1788199,5.330623879249644,3.3689798413309244,7.292267917168363,11068,1658342
exploratory,200M-25912213,632953,estimate,11,660705.1818181818,817491.9090909091,957996119.0226917,5.105719488633474,3.0170781325253033,7.194360844741644,12832,4161838
exploratory,200M-25912213,632953,hybrid256,11,658893.4545454546,797192.6363636364,960630274.3387398,4.788813111086916,3.6422375482162455,5.935388673957586,11572,2770102
exploratory,200M-25912213,632953,bounded,11,683347.3636363636,805088.2727272727,926253664.9469237,8.816615368953595,-0.8182016623844497,18.45143240029164,12896,3279950
exploratory,200M-25912213,632953,native,11,633124.4545454546,765075.7272727273,999729192.9821639,0.7062396498973748,-1.153062440857843,2.565541740652592,12114,4108414
exploratory,200M-25912213,632953,u256,11,633326.0,763491.4545454546,999411045.8121094,0.733448429712274,-0.8126960460359641,2.279592905460512,12114,4108414
exploratory,200M-25912213,632953,integers,11,627246.3636363636,763627.8181818182,1009097918.6081734,-0.2016411093032976,-2.3328153100654623,1.9295330914588673,12114,4108414
exploratory,200M-25912213,632953,count_int,11,658347.1818181818,809724.5454545454,961427370.664746,4.712361376205955,2.9274368646286733,6.497285887783237,11068,1658342
exploratory,200M-25912213,632953,estimate_int,11,670631.1818181818,834341.3636363636,943816835.7814342,6.908818032970582,-4.318517659618219,18.13615372555938,12832,4161838
exploratory,200M-25912213,632953,hybrid_int,11,662894.1818181818,814399.8181818182,954832637.4866358,5.562758803091318,-0.47223042172604046,11.597748027908677,11572,2770102
exploratory,200M-25912214,632762,baseline,11,604208.1818181818,737264.9090909091,1047258244.8253087,0.0,0.0,0.0,11983,4209064
exploratory,200M-25912214,632762,manual,11,627071.2727272727,757598.7272727273,1009075088.4631934,3.7882966934155,2.8626800689526046,4.713913317878395,11983,4209064
exploratory,200M-25912214,632762,count,11,649918.7272727273,823239.5454545454,973601734.258801,7.553566336505203,2.467123064015322,12.640009608995085,10846,1617208
exploratory,200M-25912214,632762,estimate,11,671264.7272727273,803976.5454545454,942641515.7710438,11.06906956271755,-2.623729121993314,24.761868247428414,12520,2957696
exploratory,200M-25912214,632762,hybrid256,11,636853.6363636364,762652.2727272727,993575232.7850412,5.409503077949132,4.578915216024647,6.2400909398736175,11368,2722328
exploratory,200M-25912214,632762,bounded,11,633537.8181818182,771109.0,998775419.30481,4.857664250971629,4.172085365108012,5.543243136835246,12633,3270952
exploratory,200M-25912214,632762,native,11,617428.4545454546,751347.9090909091,1024834529.9632065,2.1886128104747145,1.369500751230952,3.007724869718477,11983,4209064
exploratory,200M-25912214,632762,u256,11,622158.0,746856.2727272727,1017043902.0313168,2.9649924750806553,1.5976881218841117,4.332296828277199,11983,4209064
exploratory,200M-25912214,632762,integers,11,614952.3636363636,747853.1818181818,1028961001.5616878,1.7814004083866009,1.3975474160925547,2.1652534006806468,11983,4209064
exploratory,200M-25912214,632762,count_int,11,632938.7272727273,779917.2727272727,999720782.9682206,4.758783356403695,4.167885318019202,5.349681394788188,10846,1617208
exploratory,200M-25912214,632762,estimate_int,11,620959.0909090909,777061.5454545454,1019007546.9764513,2.774855417548272,2.1802099961393244,3.3695008389572196,12520,2957696
exploratory,200M-25912214,632762,hybrid_int,11,634754.0909090909,760770.0909090909,996861633.6032779,5.063964455216084,3.3583025749628694,6.769626335469298,11368,2722328
exploratory,200M-25912215,664421,baseline,11,610943.2727272727,742813.0909090909,1087533048.746082,0.0,0.0,0.0,11833,4056331
exploratory,200M-25912215,664421,manual,11,628657.0,766033.8181818182,1056889527.9938027,2.920358550448685,1.6901753048488994,4.15054179604847,11833,4056331
exploratory,200M-25912215,664421,count,11,643210.2727272727,784229.3636363636,1032976350.3042198,5.283454087905842,4.812427416827909,5.7544807589837745,10656,1639579
exploratory,200M-25912215,664421,estimate,11,635337.5454545454,793923.3636363636,1045776382.5757333,4.016504101831981,2.8185097594024766,5.214498444261486,12444,2956035
exploratory,200M-25912215,664421,hybrid256,11,648495.2727272727,775175.9090909091,1024557969.7223558,6.152127654185315,4.156716845082782,8.147538463287848,11187,2712539
exploratory,200M-25912215,664421,bounded,11,641415.7272727273,786975.3636363636,1035866399.5114217,5.002815503962034,3.423554518706738,6.58207648921733,12448,3229475
exploratory,200M-25912215,664421,native,11,622790.4545454546,754901.2727272727,1066845188.6998326,1.9631856830964134,-0.6095612389205742,4.535932605113401,11833,4056331
exploratory,200M-25912215,664421,u256,11,623704.0909090909,759076.8181818182,1065282414.6648797,2.1143589177471784,0.40885055459505004,3.819867280899307,11833,4056331
exploratory,200M-25912215,664421,integers,11,620348.7272727273,755958.4545454546,1071044351.0072633,1.5369981500287515,0.9326948478139837,2.1413014522435194,11833,4056331
exploratory,200M-25912215,664421,count_int,11,637170.4545454546,775809.3636363636,1042768061.9214923,4.3062370633059714,3.4307420187990108,5.181732107812932,10656,1639579
exploratory,200M-25912215,664421,estimate_int,11,618833.3636363636,776785.9090909091,1073667062.9646665,1.3164211981409308,0.1041239563591232,2.5287184399227387,12444,2956035
exploratory,200M-25912215,664421,hybrid_int,11,628475.2727272727,754941.4545454546,1057195133.734921,2.89540952893172,1.0734089382501413,4.717410119613299,11187,2712539
exploratory,200M-25912216,657888,baseline,11,690453.0,842405.8181818182,952835312.4687705,0.0,0.0,0.0,13245,5346474
exploratory,200M-25912216,657888,manual,11,690959.4545454546,850252.0909090909,952136910.0199801,0.0807289613362052,-0.5305377169893675,0.6919956396617779,13245,5346474
exploratory,200M-25912216,657888,count,11,738282.0909090909,903521.3636363636,891106540.577062,6.93400089639668,6.281341612949971,7.586660179843388,12271,2018098
exploratory,200M-25912216,657888,estimate,11,731264.5454545454,908325.9090909091,899658002.14075,5.9187905621692485,5.179210127650231,6.658370996688266,14165,4303306
exploratory,200M-25912216,657888,hybrid256,11,719128.4545454546,876965.0,914840729.5548285,4.161045954618614,3.4055959711684007,4.916495938068827,12688,3296898
exploratory,200M-25912216,657888,bounded,11,720269.9090909091,876761.7272727273,913390927.0628221,4.317316110995312,3.2730521615842654,5.361580060406359,13761,4490938
exploratory,200M-25912216,657888,native,11,690061.3636363636,841645.5454545454,953376083.1546601,-0.057794752301927724,-0.9750417485032911,0.8594522438994355,13245,5346474
exploratory,200M-25912216,657888,u256,11,686841.1818181818,843294.1818181818,957845885.5050917,-0.5155174608880345,-1.2447162359963961,0.2136813142203271,13245,5346474
exploratory,200M-25912216,657888,integers,11,690664.4545454546,850605.0909090909,952543591.4216467,0.03849268815112807,-0.6458108817572514,0.7227962580595075,13245,5346474
exploratory,200M-25912216,657888,count_int,11,732961.0,893054.6363636364,897575723.6742474,6.165880433336461,4.829440524515892,7.502320342157031,12271,2018098
